0.650664331, 113.5679398
0.48824413, 112.762001
0.653566551, 111.2947769
0.593378518, 113.8455353
0.573610068, 112.8461456
0.458999683, 113.3963013
0.513240625, 112.5165024
0.56195891, 110.2506714
0.63545004, 111.0563431
0.603019654, 110.1764374
0.546010274, 113.1692734
0.612365381, 110.7080383
0.615437707, 110.4613495
0.474945705, 112.3304977
0.573288058, 110.5812759
0.584349893, 112.4658508
0.54917667, 112.5554657
0.652134761, 112.6748581
0.518050612, 112.2616348
0.575916401, 111.584938
0.595527018, 111.9689026
0.499802199, 110.8282928
0.612490516, 112.1209335
0.428599319, 112.6250381
0.605707267, 112.0004425
0.560620549, 112.0653381
0.645234082, 110.5546494
0.667822858, 113.788208
0.603213563, 111.6506882
0.61951316, 111.0375061
0.539413052, 110.9426193
0.562470728, 111.2895813
